wellID	condition	group	media	sugar	concentration	supplement	expID	date	contamination	pH	inoculation_growth_time	plate_growth_time	species	strain	strain_origin_date	passage	lab_person	time	OD600
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	14.75	-0.016666666666666663
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	19.25	-0.016666666666666663
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	1.75	0.003333333333333327
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	24	-0.026666666666666672
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	19.5	-0.016666666666666663
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	4.5	0.003333333333333327
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	13.5	-0.016666666666666663
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	11.25	-0.006666666666666654
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	7.25	-0.006666666666666654
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	2.75	0.003333333333333327
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	12	-0.016666666666666663
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	10	-0.006666666666666654
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	5.5	0.003333333333333327
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	22.75	-0.026666666666666672
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	4	0.003333333333333327
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	21.5	-0.026666666666666672
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	10.75	-0.006666666666666654
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	5	0.003333333333333327
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	0.25	-0.006666666666666654
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	11	-0.006666666666666654
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	2.5	0.003333333333333327
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	16.5	-0.016666666666666663
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	22.5	-0.026666666666666672
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	13.75	-0.016666666666666663
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	7.5	-0.006666666666666654
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	17	-0.016666666666666663
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	1.25	0.003333333333333327
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	6	0.003333333333333327
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	8.25	-0.006666666666666654
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	14	-0.016666666666666663
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	8.5	-0.006666666666666654
A1	BMAA_l_lac	BMAA_l_lac	BMAA	l_lactate	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	16.75	-0.016666666666666663
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	11.75	0
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	10.25	0.009999999999999981
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	22	-0.020000000000000018
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	18	-0.010000000000000009
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	11.25	0
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	14.75	-0.010000000000000009
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	20.5	-0.020000000000000018
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	17	-0.010000000000000009
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	12.5	0
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	6.75	0.009999999999999981
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	23.75	-0.03
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	15	-0.010000000000000009
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	1	0
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	22.5	-0.020000000000000018
A10	BMAA	BMAA	BMAA	NA	35	NA	BMAA_plate3_upd_conc	2025-08-26T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	2.75	0
