wellID	condition	group	media	sugar	concentration	supplement	expID	date	contamination	pH	inoculation_growth_time	plate_growth_time	species	strain	strain_origin_date	passage	lab_person	time	OD600
A02	YCFA_d_lac	YCFA_d_lac	YCFA	d_lactate	0.01	NA	lactate_combo_plate2	2025-08-19T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	6	0.4066666666666666
A02	YCFA_d_lac	YCFA_d_lac	YCFA	d_lactate	0.01	NA	lactate_combo_plate2	2025-08-19T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	4.75	0.41666666666666663
A02	YCFA_d_lac	YCFA_d_lac	YCFA	d_lactate	0.01	NA	lactate_combo_plate2	2025-08-19T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	13.5	0.21666666666666667
A02	YCFA_d_lac	YCFA_d_lac	YCFA	d_lactate	0.01	NA	lactate_combo_plate2	2025-08-19T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	8	0.33666666666666667
A02	YCFA_d_lac	YCFA_d_lac	YCFA	d_lactate	0.01	NA	lactate_combo_plate2	2025-08-19T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	3	0.3966666666666667
A02	YCFA_d_lac	YCFA_d_lac	YCFA	d_lactate	0.01	NA	lactate_combo_plate2	2025-08-19T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	1	0.03666666666666668
A02	YCFA_d_lac	YCFA_d_lac	YCFA	d_lactate	0.01	NA	lactate_combo_plate2	2025-08-19T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	12	0.2366666666666667
A02	YCFA_d_lac	YCFA_d_lac	YCFA	d_lactate	0.01	NA	lactate_combo_plate2	2025-08-19T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	5.75	0.41666666666666663
A02	YCFA_d_lac	YCFA_d_lac	YCFA	d_lactate	0.01	NA	lactate_combo_plate2	2025-08-19T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	3.5	0.41666666666666663
A02	YCFA_d_lac	YCFA_d_lac	YCFA	d_lactate	0.01	NA	lactate_combo_plate2	2025-08-19T00:00:00Z	NA	7	48	24	A. hadrus	CM02_02	2025-08-08T00:00:00Z	2	MS	21.25	0.20666666666666667
